IBGE,NUMERO,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,LOGRADOURO,NUMERO_1,BAIRRO,CEP,LATITUDE,LONGITUDE
350530,1079,SP,BARRA BONITA,3983560,CONSULTORIO MEDICO MARA LUCIA DO A OLIVEIRA BARRA BONITA,MARA LUCIA DO AMARAL OLIVEIRA,RUA PRUDENTE DE MORAES,314,JARDIM VISTA ALEGRE,17340000,40670006,-7395328
355030,1080,SP,SAO PAULO,2788225,AMA UBS INTEGRADA PERUS,PREFEITURA DO MUNICIPIO DE SAO PAULO,M,PRACA VIGARIO JOAO GONCALVES LIMA,239,PERUS,4057333,-74117836
355160,1081,SP,SERRA NEGRA,2749955,PSF BAIRRO DAS TRES BARRAS SERRA NEGRA,PREFEITURA MUNICIPAL DE SERRA NEGRA,M,ROD SERRA NEGRA LINDOIA,S/N,TRES BARRAS,40699818,-7395632
354640,1082,SP,SANTA CRUZ DO RIO PARDO,2044706,UBS DR ABELARDO PINHEIRO GUIMARAES SCRPARDO,MUNICIPIO DE SANTA CRUZ DO RIO PARDO,M,CARLOS CROZATTI,186,CONJUNTO HABITACIONA,4085809,-73901924
354140,1083,SP,PRESIDENTE PRUDENTE,5271177,CONSULTORIO ODONTOLOGICO JOSE MARIA BERTAO,JOSE MARIA BERTAO,RUA MARIO SIMOES DE SOUZA,218,VILA ESTADIO,19015100,40655247,-73981804
355620,1084,SP,VALINHOS,3649342,JUVENAL ANTUNES DE OLIVEIRA FILHO,JUVENAL ANTUNES DE OLIVEIRA FILHO,RUA ANA LEONISIA DO AMARAL CAMARGO,131,JARDIM RIBEIRO,13270150,4073347,-7373614
354850,1085,SP,SANTOS,3664414,CONSULTORIO MEDICO DECIO REIMAO,DECIO LOURENCO REIMAO,AVENIDA DOUTOR BERNARDINO DE CAMPOS,562,POMPEIA,11065002,40834114,-73941124
355730,1086,SP,ESTIVA GERBI,5031672,USF 2 ANTONIO RODRIGUES,USF 2 ANTONIO RODRIGUES,M,AVENIDA MARIO ZARA,S/N,ESTIVA VELHA,40767174,-7393765
350160,1087,SP,AMERICANA,5399599,MARCOS MOUKIN MINATOGAWA,MARCOS MOUKIN MINATOGAWA,RUA FORTUNATO BASSETO,273,VILA MEDON,13465160,40605072,-7392988
350160,1088,SP,AMERICANA,5399610,MARIANA APARECIDA SOARES,MARIANA APARECIDA SOARES,RUA PRESIDENTE VARGAS,848,VILA MEDON,13465200,40665848,-73886696
355620,1089,SP,VALINHOS,5399750,NEO NUCLEO DE ENDOSCOPIA E ONCOLOGIA LTDA,NEO NUCLEO DE ENDOSCOPIA E ONCOLOGIA LTDA,,M,RUA SAMUEL FRAGOSO COIMBRA,78,4070066,-7398775
352240,1090,SP,ITAPEVA,5400473,SERVYMED SERVICOS MEDICOS ITAPEVA,SERVYMED SERVICOS MEDICOS ITAPEVA,,M,RUA SANTANA,421,40756126,-739943
354980,1091,SP,SAO JOSE DO RIO PRETO,5400678,COTT,COTT CLINICA ODONTOLOGICA TACITO E TARGAS LTDA,M,RUA JOAO MESQUITA,2067,PARQUE INDUSTRIAL,40781574,-739136
355370,1092,SP,TAQUARITINGA,5400732,FIRMO ROBERTO DAVOGLIO,FIRMO ROBERTO DAVOGLIO,RUA TREZE DE MAIO,961,CENTRO,15900000,4070254,-73813995
355370,1093,SP,TAQUARITINGA,5400740,SORAINE TACIANA MARSICO,SORAINE TACIANA MARSICO,RUA DOS DOMINGUES,115,CENTRO,15900000,4073496,-7393857
355030,1094,SP,SAO PAULO,5400791,CONS ODONTO CATHERINE,CATHERINE CLINICA MEDICA E ODONTOLOGIA SS LTDA,,M,AVENIDA SANTA CATARINA,678,40858162,-7391699
355030,1095,SP,SAO PAULO,5400813,CONS MEDICO BELEM,CLINICA BELEM LTDA,,M,PRACA MAJOR GUILHERME RUDGE,51,4083942,-73872925
355030,1096,SP,SAO PAULO,5400899,CLINICA ESPEC ORTOCITY VILA DOUTOR EIRAS,ORTOCITY SERVICOS MEDICOS LTDA,,M,JOAO AUGUSTO MORAIS,128,40826427,-73950455
355030,1097,SP,SAO PAULO,5400910,CENTRU CENTRO DE TRATAMENTO UROLOGICO,CENTRU CENTRO DE TRATAMENTO UROLOGICO LTDA,,M,RUA ITAPEVA,202,40800343,-739142
355030,1098,SP,SAO PAULO,5400929,CONS MEDICO MARIA ANGELA,MARIA ANGELA CONSULTORIO MEDICO SS LTDA,,M,RUA DOUTOR ALCEU DE CAMPOS RODRIGUES,301,40723484,-7395165
355030,1099,SP,SAO PAULO,5400953,FMV,FMV CARDIO CIRURGICA LTDA,,M,RUA MAESTRO CARDIM,1041,4072537,-7395473
354160,1100,SP,PROMISSAO,5400988,CONS ODONT CASSIA CRISTINA CARVALHO PROMISSAO,CASSIA CRISTINA CARVALHO,AV BANDEIRANTES,510,CENTRO,16370000,4074184,-7388101
354260,1101,SP,REGISTRO,5401062,FISIOCORPORE REGISTRO,FISIOCORPORE CLINICA ESPECIALIZADA DE FISIOTERAPIA LTDA,,M,RUA TAMEKICHI TAKANO,239,40699455,-739397
352030,1102,SP,IGUAPE,5401089,IGUAMED IGUAPE,CLINICA MEDICA IGUAMED LTDA,,M,RUA 9 DE JULHO,221,40754658,-73833115
351500,1103,SP,EMBU DAS ARTES,5401313,UBS JD ANGELA,PREFEITURA DE EMBU DAS ARTES,M,RUA FLAMENGO,66,JD ANGELA,40769333,-73841736
355700,1104,SP,VOTORANTIM,5401739,JUSSARA TEREZINHA AZANHA CAMARGO,JUSSARA TEREZINHA AZANHA CAMARGO,CARMEN VEIGA LOPES,123,VILA ALBERTINA,18110160,40754406,-7389628
355700,1105,SP,VOTORANTIM,5401763,ANTONIO ITAMAR RODRIGUES PITOMBEIRA,ANTONIO ITAMAR RODRIGUES PITOMBEIRA,RUA CARMEN VEIGA LOPES,123,VILA ALBERTINA,18110160,40751446,-74001434
355030,1106,SP,SAO PAULO,3844641,CONS ODONTO ALBERTO ALVES BORGES,ALBERTO ALVES BORGES,AV DEPTO EMILIO CARLOS,173,VL SANTA MARIA,2721000,40653503,-73976234
354780,1107,SP,SANTO ANDRE,8613,UBS VILA PALMARES,PREFEITURA MUNICIPAL DE SANTO ANDRE,M,PRACA AUREA,234,VIL PALMARES,40667046,-7387322
353670,1108,SP,PEDERNEIRAS,5319986,CONSULTORIO MEDICO JOAO MARCOS P DE CARVALHO PEDERNEIRAS,JOAO MARCOS PACHECO DE CARVALHO,AVENIDA BRASIL,930,CENTRO,17280000,40636837,-740862
351240,1109,SP,CORDEIROPOLIS,2748517,ESF SILVINA PEREIRA,PREFEITURA MUNICIPAL DE CORDEIROPOLIS,M,AVENIDA ARISTEU MARCICANO,3376,JARDIM CORDEIRO,40675083,-73809586
352480,1110,SP,JALES,2053888,ESF SETUO SUETUGO JALES,PREFEITURA MUNICIPAL DE JALES,M,RUA ITAPURA,1642,JD SAO JORGE,40659645,-7394643
355640,1111,SP,VARGEM GRANDE DO SUL,2749173,SMS SP SECRETARIA MUNICIPAL DE SAUDE,PREF MUNICIPAL DE VARGEM GRANDE DO SUL,M,AVENIDA WALTER TATONI,271,VILA SANTANA,4081164,-739506
351240,1112,SP,CORDEIROPOLIS,3488527,UNILAB LABORATORIO DE ANALISES CLINICASCORDEIROPOLIS,UNILAB LABORATORIO DE ANALISES CLINICAS LTDAME,,M,PCA COMENDADOR JAMIL ABRAHAO SAAD,38,40745197,-73871574
355040,1113,SP,SAO PEDRO,5006635,MARIA CELESTE RAINHO MARTINS SAO PEDRO,MARIA CELESTE RAINHO MARTINS,PEDRO FURLAN,113,RECANTO,13520000,40764996,-73976715
351040,1114,SP,CAPIVARI,3302245,MILENA FORTI STENICO CAPIVARI,MILENA FORTI STENICO,RUA REGENTE FEIJO,591,CENTRO,13360000,4068816,-73848854
350600,1115,SP,BAURU,2790734,INSTITUTO LAURO DE SOUZA LIMA BAURU,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,4,64E+13,E,ROD CTE JOAO RIBEIRO DE BARROS,4071706,-7399476
352680,1116,SP,LENCOIS PAULISTA,3642011,IRENE ALCIDIA DA COSTA ANDRADE,IRENE ALCIDIA DA COSTA ANDRADE,RUA GERALDO PEREIRA DE BARROS,460,CENTRO,18682060,40804253,-7396293
354680,1117,SP,SANTA ISABEL,2083140,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTA ISABEL,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTA ISABEL,,M,AV GUILHERME ALFIERI,205,4074956,-738548
353130,1118,SP,MONTE ALTO,3127001,CONS DE OFTALMOLOGIA DRA ELIANE AP CARVALHO MONTE ALTO,CLINICA DE OFTALMOLOGIA CARVALHO PERDONATE S S LTDA,,M,RUA CARLOS KIELANDER,530,4085315,-7390561
355220,1119,SP,SOROCABA,5222486,EDILENE MARTINS RODRIGUES SOROCABA,EDILENE MARTINS RODRIGUES,RUA COMENDADOR HERMELINO MATARAZZO,389,SANTA RITA,18080000,4066327,-739951
350030,1120,SP,AGUAI,3500985,C ODONTOLOGICO TALINA INES MARIA CARDOSO COSTA AGUAI,TALINA INES MARIA CARDOSO COSTA,RUA ANTONIO VICINANCI,81,JARDIM SANTA URSULA,13860000,40794697,-7393637
352410,1121,SP,ITUVERAVA,3668266,CLINICA DE FISIOTERAPIA FERNANDA CHICONELLI,CLINICA DE FISIOTERAPIA FERNANDA CHICONELLI SC LTDA,,M,RUA CEL FRANCISCO JUNQUEIRA,152,40591106,-7396513
354140,1122,SP,PRESIDENTE PRUDENTE,3019594,CLINICA SAO LUCAS,CENTRO DE FRATURAS E ORTOPEDIA SAO LUCAS S C LTDA,,M,AV WASHNGTON LUIZ,955,407136,-740091
354140,1123,SP,PRESIDENTE PRUDENTE,3723909,CONSULTORIO MEDICO ALVARO LUCAS CERAVOLO,ALVARO LUCAS CERAVOLO,RUA DR GURGEL,186,CENTRO,19010020,40692463,-7381082
352900,1124,SP,MARILIA,3818748,CONSULTORIO DR PAULO HABER GARCIA,PAULO ROBERTO HABER GARCIA,AV WANER GOMES FERNANDES,16,PQ DAS ESMERALDAS,17516670,4058525,-7398728
355540,1125,SP,UBATUBA,2765594,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE UBATUBA,M,RUA CUNHAMBEBE,786,CENTRO,40668957,-7398062
352050,1126,SP,INDAIATUBA,2026732,APAE INDAIATUBA,APAE INDAIATUBA,,M,ALAMEDA DAS CRIANCAS,100,40613617,-7395306
351410,1127,SP,DOIS CORREGOS,2790149,CENTRO DE SAUDE DOIS CORREGOS,PREFEITURA MUNICIPAL DE DOIS CORREGOS,M,PRACA DA REPUBLICA,51,CENTRO,40626583,-740009
354140,1128,SP,PRESIDENTE PRUDENTE,3990559,CONSULTORIO MEDICO DRA CHRISTIANE HASHIMOTO HIRATA,CHRISTIANE HASHIMOTO HIRATA,RUA SETE DE SETEMBRO,1409,VILA ESTADIO,19015180,40854477,-738667
353710,1129,SP,PEDREIRA,2042231,CENTRO DE ATENCAO PSICOSSOCIAL DE PEDREIRA PEDREIRA,PREFEITURA MUNICIPAL DE PEDREIRA,M,RUA ALAOR PALMA NASCIMENTO,130,VIL INDUSTRIAL,4076734,-7396868
353870,1130,SP,PIRACICABA,3057089,UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO II PIRACICABA,PREFEITURA DO MUNICIPIO DE PIRACICABA,M,RUA PAU BRASIL,326,BOSQUES DO LENHEIRO,40730442,-7391367
350860,1131,SP,CACHOEIRA PAULISTA,5479177,ALVARO YUKIO KUBO,ALVARO YUKIO KUBO,MURILO MARCONDES,11,PITEU,12630000,40723366,-7399571
352390,1132,SP,ITU,5493439,CENTRO TERAPEUTICO NOVO HORIZONTE ITU,NOVO HORIZONTE PROJETOS SOCIAIS,,M,ESTRADA MUNICIPAL PIRAI ACIMA,S/N,,
355210,1133,SP,SOCORRO,2061430,CS II PROFESSOR FELICIO VITA JR DE SOCORRO,PREFEITURA MUNICIPAL DA ESTANCIA DE SOCORRO,M,RUA DR HALLIN FERES,294,CENTRO,4074877,-73893616
354140,1134,SP,PRESIDENTE PRUDENTE,5089239,CONSULTORIO MEDICO DANIEL HONORATO DE BARROS,DANIEL HONORATO DE BARROS,AV CEL JOSE SOARES MARCONDES,3294,JARDIM BONGIOVANI,19050230,4060405,-7400643
350410,1135,SP,ATIBAIA,2066629,UBS OSWALDO PACCINI ATIBAIA,MUNICIPIO DE ATIBAIA,M,RUA CASTRO FAFFE,201,CENTRO,40669098,-7393666
353870,1136,SP,PIRACICABA,3715191,OFTALMOCLINICA VAQUERO PIRACICABA,OFTALMOCLINICA VAQUERO LTDA,,M,RUA REGENTE FEIJO,1387,40770332,-7387608
351870,1137,SP,GUARUJA,3454428,FERNANDO ARI FERNANDES ALVES,FERNANDO ARI FERNANDES ALVES,AV DEP EMILIO CARLOS,84,VILA MAIA,11410140,40698505,-73956924
354140,1138,SP,PRESIDENTE PRUDENTE,5274478,CONSULTORIO ODONTOLOGICO JORGE LUIZ WITTER LEVORATO,JORGE LUIZ WITTER LEVORATO,AV WASHINGTON LUIZ,422,CENTRO,19010090,408523,-739334
354070,1139,SP,PORTO FERREIRA,3820882,CLINICA FISIOPORTO PORTO FERREIRA,CLINICA DE FISIOTERAPIA FISIOPORTO LTDA,,M,RUA VICENTE JOSE DE ARAUJO,66,40702057,-737468
352410,1140,SP,ITUVERAVA,3708780,EDUARDO AUGUSTO DE LIMA PORTIOLI,EDUARDO AUGUSTO DE LIMA PORTIOLI,MARIA LIPORACI,23,CENTRO,14500000,406763,-7380248
352320,1141,SP,ITARARE,5867347,AMBULATORIO DE ESPECIALIDADES DE ITARARE,PREFEITURA MUNICIPAL DE ITARARE,M,RUA HONORINA RUIVO HOLTZ,300,CENTRO,40839985,-73877426
353070,1142,SP,MOGI GUACU,5108349,ANTONIO LUCIANO SICKLER,ANTONIO LUCIANO SICKLER,RUA NUNES PEDROSA,313,BAIRRO DO LOTE,13840103,4066937,-7389523
350840,1143,SP,CABREUVA,2028107,POLICLINICA MILENA CIOLA BONFIM DE CABREUVA,PREFEITURA MUNICIPAL DE CABREUVA,M,AVN PASCHOAL SANTI,S/N,BONFIM,4076189,-7382967
355370,1144,SP,TAQUARITINGA,5398428,OGATA ODONTOLOGIA,OSVALDO KYIOMI OGATA,PRACA TOKIO,22,LARANJEIRAS,15900000,40881252,-7385295
351550,1145,SP,FERNANDOPOLIS,5249244,CENTRO DE DIAGNOSTICO POR IMAGEM DE FERNANDOPOLIS I,CENTRO DE DIAGNOSTICO POR IMAGEM DE FERNANDOPOLIS LTDA,,M,AV MILTON TERRA VERDE,808,40783295,-7397821
351620,1146,SP,FRANCA,2064146,UBS ESF JD LUIZA,PREFEITURA MUNICIPAL DE FRANCA,M,AV NELSON JAPAULO,1731,JD LUIZA,4063258,-74021385
353460,1147,SP,OSVALDO CRUZ,3887790,CONSULTORIO MEDICO DR WILSON ISSAO MATSURA,WILSON ISSAO MATSURA,RUA XV DE NOVEMBRO,432,CENTRO,17700000,,
350400,1148,SP,ASSIS,5854768,DR LUIZ HENRIQUE,LUIZ HENRIQUE MILANI DE LIMA,AVENIDA DR DORIA,351,VILA OURO VERDE,19800072,40658295,-7393109
355620,1149,SP,VALINHOS,3468097,REGINA LUCIA NASSER DE CARVALHO,REGINA LUCIA NASSER DE CARVALHO,RUA ANA LEONISIA DO AMARAL CAMARGO,179,CENTRO,13270150,40634926,-73993454
355250,1150,SP,SUZANO,3951049,CONSULTORIO ISOLADO MARIO MURAKAMI SUZANO,MARIO MURAKAMI,RUA XV DE NOVEMBRO,249,JARDIM GUAIO,8674210,40765675,-7397624
351970,1151,SP,IBIUNA,2059576,POSTO DE SAUDE GABRIEL,PREFEITURA MUNICIPAL DE IBIUNA,M,RUA BENEDITO MANUEL DA ROSA,S/N,GABRIEL,40834423,-73879265
355070,1152,SP,SAO SEBASTIAO,5695228,ALESSANDRA DE OLIVEIRA TERUYA,ALESSANDRA DE OLIVEIRA TERUYA,RUA HILARIAO CRISOLOGO DE MATOS,452,BOICUCANGA,11618080,4076001,-7396695
350760,1153,SP,BRAGANCA PAULISTA,2688409,ESF CIDADE JARDIM,PREFEITURA MUNICIPAL DE BRAGANCA PAULISTA,M,RUA ANTONIO LUPPE,209,JARDIM IGUATEMI,40708057,-7392255
351440,1154,SP,DRACENA,3525414,CLINICA PSICOLOGICA DENISE OLIVEIRA COSTA,DENISE OLIVEIRA COSTA,RUA MARECHAL RONDON,826,CENTRO,17900000,4073032,-7374419
354020,1155,SP,PONTAL,2083442,UBS DR CALIL DAMIAO FILHO PONTAL,PREFEITURA MUNICIPAL DE PONTAL,M,RUA HENRIQUE LOURENCO MARANHAO,70,NOVA PONTAL,40838196,-7387173
353130,1156,SP,MONTE ALTO,3446425,CLINICA DE ORTOPEDIA E TRAUMATOLOGIA MONTE ALTO,CLINICA DE ORTOPEDIA E TRAUMATOLOGIA MONTE ALTO S S,M,AVENIDA MARECHAL DEODORO DA FONSECA,1116,JD PARAISO,40708485,-7401518
354940,1157,SP,SAO JOAQUIM DA BARRA,2745925,ESF VEREADOR APARECIDO FERREIRA BORGES,PREFEITURA MUNICIPAL DE SAO JOAQUIM DA BARRA,M,RUA EDUARDO GRELET DIP,110,JOAO PAULO II,,
355400,1158,SP,TATUI,5492475,CONSULTORIO MEDICO RITA DE C C KOYAMA TATUI SP,KOYAMA SERVICOS MEDICOS LTDA EPP,,M,PRACA MARTINHO GUEDES,122,40761436,-7376176
354140,1159,SP,PRESIDENTE PRUDENTE,3653544,CONSULTORIO ODONTOLOGICO DRA MARACI SANCHES BOHAC,MARACI SANCHES BOHAC,RUA SAO SEBASTIAO,275,VILA DUBUS,19010020,4075219,-7399347
355410,1160,SP,TAUBATE,5111870,CONSULTORIO MEDICO PEDRO JOSE C DA SILVA TAUBATE,PEDRO JOSE CHIAVEGATO DA SILVA,RUA XV DE NOVEMBRO,474,CENTRO,12020000,40708225,-739248
354140,1161,SP,PRESIDENTE PRUDENTE,5242622,CONSULTORIO MEDICO ROGERIO MARCOS DA COSTA KODAMA,ROGERIO MARCOS DA COSTA KODAMA,AV WASHINGTON LUIZ,510,CENTRO,19010090,4073378,-738358
352270,1162,SP,ITAPOLIS,3668398,CLINICA OTAVIO JOSE BRUNELLI ZAGATTI ITAPOLIS,OTAVIO JOSE BRUNELLI ZAGATTI,AV CAPITAO VENANCIO OLIVEIRA MACHADO,141,VILA OESTE,14900000,40815845,-7389544
354630,1163,SP,SANTA CRUZ DAS PALMEIRAS,3487857,CONSULTORIO MEDICO ARLINDO DE OLIVEIRA JUNIOR SCPALMEIRAS,ARLINDO DE OLIVEIRA JUNIOR S C LTDA,M,AVENIDA XV DE NOVEMBRO,958,CENTRO,40838196,-7387173
353190,1164,SP,MORRO AGUDO,3761096,MARIANA DE SOUZA SANTOS,MARIANA DE SOUZA SANTOS,R ANTONIO ANTONIO MUNIZ,183,CENTRO,14640000,40766167,-73954254
355070,1165,SP,SAO SEBASTIAO,3389693,JUNIA CORNELIA FERNANDES VIEIRA,JUNIA CORNELIA FERNANDES VIEIRA,RUA PREFEITO MANSUETO PIEROTTI,494,CENTRO,11609003,40575024,-741183
354140,1166,SP,PRESIDENTE PRUDENTE,5064031,CONSULTORIO MEDICO OTAVIO EVANGELISTA DE OLIVEIRA,OTAVIO EVANGELISTA DE OLIVEIRA,RUA DR CYRO BUENO,617,RESIDENCIAL VIVENDA,19060560,4073463,-73937775
350590,1167,SP,BATATAIS,3130789,ANDRE DOMINGOS PIPPA TOMAZELLA,ANDRE DOMINGOS PIPPA TOMAZELLA,PCA DR PAULO DE LIMA CORREA,8,CENTRO,14300033,40741272,-7397535
352690,1168,SP,LIMEIRA,3808009,CSF LOPES LIMEIRA,MUNICIPIO DE LIMEIRA,M,RUA ANTONIO SONEGO,S/N,BAIRRO DOS LOPES,40689137,-739577
355640,1169,SP,VARGEM GRANDE DO SUL,2030314,CENTRO DE SAUDE II DR GABRIEL MESQUITA VARGEM GDE DO SUL,PREFEITURA MUNICIPAL DE VARGEM GRANDE DO SUL,M,AV ANTONIO EXPRESSO BOLONHA,S/N,PARAISO,4073545,-73917046
354070,1170,SP,PORTO FERREIRA,5441714,CONS ODONT ANDRE PICOLO CECCARELLO PORTO FERREIRA,ANDRE PICOLO CECCARELLO,RUA DONA BALBINA,602,CENTRO,13660039,4072087,-73959
354020,1171,SP,PONTAL,2083493,SANTA CASA DE PONTAL,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PONTAL,,M,RUA ANANIAS COSTA FREITAS,753,40681175,-7383455
351340,1172,SP,CRUZEIRO,7066864,ALPHAFISIO,G R C FISIOTERAPIA S S LTDA ME,,M,AV NESRALLA RUBEZ,1182,,
352730,1173,SP,LOUVEIRA,5386780,CLINICA DE FISIOTERAPIA FISIOCORP,CORMEC ASSISTENCIA CONSULTORIA SERV MEDICOS E FISIOTERAPICO,M,RUA ANTONIO CHICALHONE,258,SANTO ANTONIO,40756874,-7394436
354140,1174,SP,PRESIDENTE PRUDENTE,5220602,CONSULTORIO MEDICO CARLOS HAMILTON MATURANA P PRUDENTE,CARLOS HAMILTON MATURANA,AV WASHINGTON LUIZ,1680,JARDIM PAULISTA,19023450,40795467,-7394605
354500,1175,SP,SALESOPOLIS,2773910,VIGILANCIA EPIDEMIOLOGICA DE SALESOPOLIS,PREFEITURA MUNICIPAL DE SALESOPOLIS,M,RUA SANTA RITA DE CASSIA,177,CENTRO,40761166,-7382938
355370,1176,SP,TAQUARITINGA,5864461,JULIANA WAGNER,JULIANA WAGNER,AV VICENTE JOSE PARISE,1633,CENTRO,15900027,40747967,-739855
351840,1177,SP,GUARATINGUETA,5180074,ANA CLAUDIA GALVAO NOGUEIRA DE CASTRO,ANA CLAUDIA GALVAO NOGUEIRA DE CASTRO,RUA MONSENHOR FILIPPO,326,CENTRO,12501410,4082477,-7389585
352390,1178,SP,ITU,2085437,PAM VILA MARTINS DE ITU,MUNICIPIO DE ITU,M,RUA DR ITAGIBA VILASSA,380,VILA MARTINS,40689022,-7393925
350280,1179,SP,ARACATUBA,5025524,SAULO RENATO SATO,SAULO RENATO SATO,TUA TABAJARAS,783,VILA MENDONCA,16015061,4062757,-73976585
352050,1180,SP,INDAIATUBA,5101360,ECO CLINICA,MARCOS VICENTE DE GENARO,RUA XINGU,394,VILA ALMEIDA,13330675,4073178,-7398973
351040,1181,SP,CAPIVARI,5525101,ROBERTO SERGIO FORTI BUSATO CAPIVARI,ROBERTO SERGIO FORTI BUSATO,RUA SINHARINHA FROTA,376,CENTRO,13360000,4081344,-7394135
354630,1182,SP,SANTA CRUZ DAS PALMEIRAS,3468674,CONSULTORIO ODONTOLOGICO VLADIMIR A CUSTODIO S C PALMEIRAS,VLADIMIR APARECIDO CUSTODIO,AVENIDA XV NOVEMBRO,767,CENTRO,13650000,4076624,-73960236
350570,1183,SP,BARUERI,5021146,DIRO RADIOLOGIA,J M TANAKA RADIOLOGIA EIRELI EPP,M,RUA BENEDITO GUERRA ZENDRON,37,VILA SAO JOAO,40717648,-7376665
350320,1184,SP,ARARAQUARA,2797720,USF BUENO DE ANDRADA,PREFEITURA MUNICIPAL DE ARARAQUARA,M,AV ADAIDES FERNANDES,59,BUENO DE ANDRADE,40753944,-73972145
353180,1185,SP,MONTE MOR,3554686,VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE MONTE MOR,VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE MONTE MOR,M,R SIQUEIRA CAMPOS,241,CENTRO,40794884,-7396976
351870,1186,SP,GUARUJA,5186145,LEONARDO TOSHIO TAKEDA,LEONARDO TOSHIO TAKEDA,BUENOS AIRES,533,VILA MAIA,11410010,4083605,-7385513
350070,1187,SP,AGUDOS,5454905,CONS ODONTOLOGICO JOAO CARLOS PIRES DELAZARI AGUDOS,JOAO CARLOS PIRES DELAZARI,RUA JOAQUIM RONDINA,302,CENTRO,17120005,4069851,-73852905
355030,1188,SP,SAO PAULO,3291235,CONS MEDICO ANTONIO AUGUSTO TADEU ISSA,ANTONIO AUGUSTO TADEU ISSA,RUA APINAGES,1100,PERDIZES,5017000,40636112,-737403
354140,1189,SP,PRESIDENTE PRUDENTE,2057018,INSTITUTO DE RADIOLOGIA PRESIDENTE PRUDENTE,INSTITUTO DE RADIOLOGIA PRESIDENTE PRUDENTE,,M,RUA DR JOSE FOZ,326,40807037,-73949745
351960,1190,SP,IBITINGA,3055310,UBS DR CARLOS EDUARDO PINHEIRO NEGRAO,PREFEITURA MUNICIPAL DE IBITINGA,M,RUA JOANA PARRA RIBEIRO,155,ANGELO DE ROSA,40742374,-7385527
354260,1191,SP,REGISTRO,3936066,CLINICOI REGISTRO,CLINIC ODONTOLOGIC INTEGRADA SC LTDA,,M,RUA CEL ANTONIO JEREMIAS MUNIZ JR,190,40858044,-7390527
352440,1192,SP,JACAREI,4048571,CIPAX MEDICINA E SAUDE LTDA,CIPAX MEDICINA E SAUDE LTDA,M,PRACA PADRE JOSE DE ANCHIETA,130,CENTRO,,
351880,1193,SP,GUARULHOS,7086903,BANCO DE LEITE HUMANO DE GUARULHOS,PREFEITURA MUNICIPAL DE GUARULHOS,M,TRAVESSA ORSI,47,VILA PEDRO MOREIRA,4071467,-7399114
352020,1194,SP,IGARATA,6863019,SECRETARIA MUNICIPAL DE SAUDE DE IGARATA,MUNICIPIO DE IGARATA,M,AVENIDA BENEDITO RODRIGUES DE FREITAS,300,CENTRO,4067973,-7375148
352470,1195,SP,JAGUARIUNA,7086865,DAY HOSPITAL SUMARE LTDA,DAY HOSPITAL SUMARE LTDA,,M,RUA ENY PONCE VILLELA LIMA,51,406575,-73839455
352710,1196,SP,LINS,7085419,LUIZ YOSHIYUKI YAMAGUISHI,LUIZ YOSHIYUKI YAMAGUISHI,RUA 9 DE JULHO,1456,CENTRO,16400111,40655834,-73839035
350635,1197,SP,BERTIOGA,2062321,NUCLEO DE APOIO A CRIANCA ESPECIAL,PREFEITURA MUNICIPAL DE BERTIOGA,M,RUA ALZEMIRO BALIO,S/N,JARDIM VISTA LINDA,40665375,-73934235
350610,1198,SP,BEBEDOURO,5075645,UROCLINICA,UROCLINICA UROLOGIA E MEDICINA OCUPACIONAL LTDA,,M,RUA TOBIAS LIMA,1414,407571,-73828964
352400,1199,SP,ITUPEVA,5072522,MARIA HELENA VANINI POLLI,MARIA HELENA VANINI POLLI,AVENIDA GUANABARA,243,JARDIM PRIMAVERA,13295000,40849236,-7392371
350610,1200,SP,BEBEDOURO,2022397,E S F DR OSWALDO DAMIAN DE OLIVEIRA,MUNICIPIO DE BEBEDOURO,M,RUA DAS PASSIONISTAS,463,PRQ RES SANTO ANTO,40858406,-7389061
353460,1201,SP,OSVALDO CRUZ,3887286,CLINICA INFANTIL PEQUENO PRINCIPE,KAOR SHIGUIHARA,RUA ENGENHEIRO KIEFFER,231,CENTRO,17700000,40866577,-738722
355010,1202,SP,SAO MANUEL,2080443,HOSPITAL DA CASA PIA SAO VICENTE DE PAULA,IRMANDADE DA CASA PIA SAO VICENTE DE PAULA,M,AV IRMAS CINTRA,468,CENTRO,4072572,-7399652
352050,1203,SP,INDAIATUBA,2085658,UBS IV DR MARIO PAULO,MUNICIPIO DE INDAIATUBA,M,RUA CEL JULIO PEREIRA DE BLUM,193,JD MORADA DO SOL,40733784,-73938896
355410,1204,SP,TAUBATE,3818357,CONS ODONTOLOGICO ALEXANDRE CURSINO DE MOURA SANTOS TAUBATE,ALEXANDRE CURSINO DE MOURA SANTOS,RUA MARQUES DO HEBRAL,384,CENTRO,12080250,40845467,-7392813
